Key,File,Type,UsedInMainMenu,NoTranslate,KeepLoaded,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
animalZombieFeralChicken,entityclasses,Entity,,,,Feral Zombie Chicken,,,,,,,,,,,,,
animalBisonBear,entityclasses,Entity,,,,Bison (Territorial Grazer),,,,,,,,,,,,,
animalBisonZombieBear,entityclasses,Entity,,,,Zombie Bison (Territorial Grazer),,,,,,,,,,,,,
animalBisonBoar,entityclasses,Entity,,,,Bison (Peaceful Grazer),,,,,,,,,,,,,
animalSmallBat,entityclasses,Entity,,,,Small Bat,,,,,,,,,,,,,
animalScorpion,entityclasses,Entity,,,,Scorpion,,,,,,,,,,,,,
animalZombieLargeVulture,entityclasses,Entity,,,,Large Zombie Vulture,,,,,,,,,,,,,
zombieMolotovSoldierFeral,entityclasses,Entity,,,,Feral Molotov Soldier,,,,,,,,,,,,,
zombieSpiderFeralFireGlider,entityclasses,Entity,,,,Feral Fire Spider Glider,,,,,,,,,,,,,
guppyVultureBurnt,entityclasses,Entity,,,,Crispy,,,,,,,,,,,,,
guppyMommaVultureBurnt,entityclasses,Entity,,,,Momma Crispy,,,,,,,,,,,,,
guppyRadiatedMommaVultureBurnt,entityclasses,Entity,,,,Radiated Momma Crispy,,,,,,,,,,,,,
guppyRadiatedFireMommaVultureBurnt,entityclasses,Entity,,,,Radiated Fire Momma Crispy,,,,,,,,,,,,,
zombieGrinBomb,entityclasses,Entity,,,,Grin Bomber,,,,,,,,,,,,,															  
zombieWendigoRadiatedShower,entityclasses,Entity,,,,Radiated Shower Wendigo,,,,,,,,,,,,,
zombieDemolition,entityclasses,Entity,,,,Destructive Wendigo,,,,,,,,,,,,,
SnowWendigo,entityclasses,Entity,,,,Infected Settlers,,,,,,,,,,,,,
zombieTheRat,entityclasses,Entity,,,,Mutant Rat,,,,,,,,,,,,,
zombieTheRatFeral,entityclasses,Entity,,,,Feral Mutant Rat,,,,,,,,,,,,,
zombieTheRatRadiated,entityclasses,Entity,,,,Radiated Mutant Rat,,,,,,,,,,,,,
zombieRatPet,entityclasses,Entity,,,,Mutant Pet Rat,,,,,,,,,,,,,
zombieRatPetFeral,entityclasses,Entity,,,,Feral Mutant Pet Rat,,,,,,,,,,,,,
zombieRatPetRadiated,entityclasses,Entity,,,,Radiated Mutant Pet Rat,,,,,,,,,,,,,
zombieNurse,entityclasses,Entity,,,,Michaela,,,,,,,,,,,,,
zombieNurseFeral,entityclasses,Entity,,,,Feral Michaela,,,,,,,,,,,,,
zombieNurseRadiated,entityclasses,Entity,,,,Radiated Michaela,,,,,,,,,,,,,
zombieUtilityWorker,entityclasses,Entity,,,,The Gambler,,,,,,,,,,,,,
zombieUtilityWorkerFeral,entityclasses,Entity,,,,The Feral Gambler,,,,,,,,,,,,,
zombieUtilityWorkerRadiated,entityclasses,Entity,,,,The Radiated Gambler,,,,,,,,,,,,,
zombieMutated,entityclasses,Entity,,,,Mutated Soldier,,,,,,,,,,,,,
zombieMutatedFeral,entityclasses,Entity,,,,Feral Mutated Soldier,,,,,,,,,,,,,
zombieMutatedRadiated,entityclasses,Entity,,,,Radiated Mutated Soldier,,,,,,,,,,,,,
zombieFemaleFatBarker,entityclasses,Entity,,,,Mama Barker,,,,,,,,,,,,,
zombieFemaleBigFatBarker,entityclasses,Entity,,,,Big Mama Barker,,,,,,,,,,,,,
zombieWightFeralGunslinger,entityclasses,Entity,,,,Feral Gunslinger Wight,,,,,,,,,,,,,
zombieWightRadiatedGunslinger,entityclasses,Entity,,,,Radiated Gunslinger Wight,,,,,,,,,,,,,
zombieWightChargedGunslinger,entityclasses,Entity,,,,Charged Gunslinger Wight,,,,,,,,,,,,,
zombieWightInfernalGunslinger,entityclasses,Entity,,,,Infernal Gunslinger Wight,,,,,,,,,,,,,
zombieBusinessManRadiatedGunslinger,entityclasses,Entity,,,,Monsignor,,,,,,,,,,,,,
zombieBusinessManChargedGunslinger,entityclasses,Entity,,,,Charged Monsignor,,,,,,,,,,,,,
zombieBusinessManInfernalGunslinger,entityclasses,Entity,,,,Infernal Monsignor,,,,,,,,,,,,,
zombieLumberjackRadiatedAxe,entityclasses,Entity,,,,Texas Red,,,,,,,,,,,,,
zombieLumberjackInfernalAxe,entityclasses,Entity,,,,Infernal Texas Red,,,,,,,,,,,,,
zombieSkateboarderUndertakerRadiated,entityclasses,Entity,,,,The Undertaker,,,,,,,,,,,,,
zombieOakBigFoot,entityclasses,Entity,,,,Oak Big Foot,,,,,,,,,,,,,
zombieOakBigFootSnow,entityclasses,Entity,,,,Snow Oak Big Foot,,,,,,,,,,,,,
zombieOakBigFootCharged,entityclasses,Entity,,,,Charged Oak Big Foot,,,,,,,,,,,,,
zombieOakBigFootInfernal,entityclasses,Entity,,,,Infernal Oak Big Foot,,,,,,,,,,,,,
zombieMiniRancher,entityclasses,Entity,,,,Mini Rancher,,,,,,,,,,,,,
zombieMiniRancherCharged,entityclasses,Entity,,,,Mini Charged Rancher,,,,,,,,,,,,,
zombieMiniRancherFeral,entityclasses,Entity,,,,Mini Feral Rancher,,,,,,,,,,,,,
zombieMiniRancherInfernal,entityclasses,Entity,,,,Mini Infernal Rancher,,,,,,,,,,,,,
zombieMiniRancherRadiated,entityclasses,Entity,,,,Mini Radiated Rancher,,,,,,,,,,,,,
zombieBlueCrystalWendigo,entityclasses,Entity,,,,Blue Crystal Wendigo,,,,,,,,,,,,,
zombieGreenCrystalWendigo,entityclasses,Entity,,,,Green Crystal Wendigo,,,,,,,,,,,,,
zombieBlackCrystalWendigo,entityclasses,Entity,,,,Black Crystal Wendigo,,,,,,,,,,,,,
animalZombieMiniPlasmaVulture,entityclasses,Entity,,,,Mini Plasma Vulture,,,,,,,,,,,,,
zombieMiniSpiderFeralFireGlider,entityclasses,Entity,,,,Mini Feral Fire Spider Glider,,,,,,,,,,,,,
zombieScreamerBossRadiatedSpitter,entityclasses,Entity,,,,Radiated Screamer Pet Spitter,,,,,,,,,,,,,
zombieWWMZombies,entityclasses,Entity,,,,Zombies,,,,,,,,,,,,,
zombieWWMSoldierZombies,entityclasses,Entity,,,,Toy Soldiers,,,,,,,,,,,,,

animalChicken,entityclasses,Entity,,,,Feral Chicken,,,,,,,,,,,,,
sc_General,entityclasses,Entity,,,,Balloon Crate,,,,,,,,,,,,,
animalZombieWastelandCraterBear,entityclasses,Entity,,,,Zombie Crater Bear,,,,,,,,,,,,,
sleeperZombieWastelandCraterBearAnimal,blocks,SleeperSpawn,,,,Sleeper Zombie Crater Bear,,,,,,,,,,,,,
resourceZombieWastelandCraterBearTooth,items,item,,,,Zombie Crater Bear Tooth,,,,,,,,,,,,,
resourceZombieWastelandCraterBearToothDesc,items,item,,,,"This tooth can be used as a trigger for the Gatling Protype. It is the only object to have both the strength and flexibility to withstand the vibrations of a Gatling Protoype in rapid fire mode. It is also used to repair the Gatling Protoype.",,,,,,,,,,,,,
resourceStagAntler,items,item,,,,Stag Antler,,,,,,,,,,,,,
resourceStagAntlerDesc,items,item,,,,"This antler can be used as part of a recipe for the Antler Bow Handle Grip Mod and Antler Reload Mod.",,,,,,,,,,,,,
animalDesertHare,entityclasses,Entity,,,,Desert Hare,,,,,,,,,,,,,
resourceDesertHarePelt,items,item,,,,Desert Hare Hat,,,,,,,,,,,,,
resourceDesertHarePeltDesc,items,item,,,,"This pelt can be used as insulation clothing for the head or as part of a recipe. It increases resistance to the cold and heat up to +7.",,,,,,,,,,,,,
animalSnowHare,entityclasses,Entity,,,,Snow Hare,,,,,,,,,,,,,
resourceSnowHarePelt,items,item,,,,Snow Hare Socks,,,,,,,,,,,,,
resourceSnowHarePeltDesc,items,item,,,,"This pelt can be used as insulation clothing for the feet or as part of a recipe. It increases resistance to the cold and heat up to +7.",,,,,,,,,,,,,
animalWildWestSnowBear,entityclasses,Entity,,,,Snow Bear,,,,,,,,,,,,,
resourceCatfish,items,item,,,,Catfish,,,,,,,,,,,,,
resourceCatfishDesc,items,item,,,,"Catch a Catfish from a Fish Trap.",,,,,,,,,,,,,
resourceSeasonedWoodLogs,items,Item,,,,Wood Logs (Seasoned),,,,,,,,,,,,,
resourceSeasonedWoodLogsDesc,items,Item,,,,"Seasoned Wood Logs have a longer burn time than regular Wood Logs.",,,,,,,,,,,,,
vehiclePlaceableGroupDesc,vehicles,item,,,,"Horses are obtained from the trader and increase in performace abilities with higher tiers.\n\nThe Steam Horse, and other mechanical vehicles are craftable at a workbench.",,,,,,,,,,,,,
vehicleSteamVelocipede,entityclasses,Entity,,,,Steam Velocipede,,,,,,,,,,,,,
vehicleSteamVelocipedePlaceable,vehicles,vehicle,,,,Steam Velocipede,,,,,,,,,,,,,
vehicleSteamHorsePlaceableDesc,vehicles,vehicle,,,,"A steam propelled road vehicle that requires constant top ups of kerosene to maintain pressure.",,,,,,,,,,,,,
vehicleSteamHorse,entityclasses,Entity,,,,Steam Horse,,,,,,,,,,,,,
vehicleSteamHorsePlaceable,vehicles,vehicle,,,,Steam Horse,,,,,,,,,,,,,
vehicleSteamHorsePlaceableDesc,vehicles,vehicle,,,,"A steam propelled road vehicle that requires constant top ups of kerosene to maintain pressure.",,,,,,,,,,,,,
modVehiclePlowDesc,item_modifiers,mod,,,,"A rugged Steam Horse plow. Perfect for clearing paths through hordes of zombies.\n\nReduces the damage taken when objects hit the front of the Steam Horse. Increases damage to blocks and entities.",,,,,,,,,,,,,
vehiclePedalCar,entityclasses,Entity,,,,Pedal Car Train,,,,,,,,,,,,,
vehiclePedalCarPlaceable,vehicles,vehicle,,,,Pedal Car Train,,,,,,,,,,,,,
vehiclePedalCarPlaceableDesc,vehicles,vehicle,,,,"Pedal like the wind!",,,,,,,,,,,,,
vehicleBalloon,entityclasses,Entity,,,,Balloon (Blue and Red),,,,,,,,,,,,,
vehicleBalloonPlaceable,vehicles,vehicle,,,,Balloon (Blue and Red),,,,,,,,,,,,,
vehicleBalloonPlaceableDesc,vehicles,vehicle,,,,"Up, up, and away! Top up with kerosene.",,,,,,,,,,,,,
vehicleBalloon2,entityclasses,Entity,,,,Balloon (Cigar),,,,,,,,,,,,,
vehicleBalloon2Placeable,vehicles,vehicle,,,,Balloon (Cigar),,,,,,,,,,,,,
vehicleBalloon2PlaceableDesc,vehicles,vehicle,,,,"Up, up, and away! Top up with kerosene.",,,,,,,,,,,,,
vehicleBalloon3,entityclasses,Entity,,,,Balloon (Anchor),,,,,,,,,,,,,
vehicleBalloon3Placeable,vehicles,vehicle,,,,Balloon (Anchor),,,,,,,,,,,,,
vehicleBalloon3PlaceableDesc,vehicles,vehicle,,,,"Up, up, and away! Top up with kerosene.",,,,,,,,,,,,,
vehicleBalloon4,entityclasses,Entity,,,,Balloon (Smokey),,,,,,,,,,,,,
vehicleBalloon4Placeable,vehicles,vehicle,,,,Balloon (Smokey),,,,,,,,,,,,,
vehicleBalloon4PlaceableDesc,vehicles,vehicle,,,,"Up, up, and away! Top up with kerosene.",,,,,,,,,,,,,

vehicleWWMDinkyDonkey,vehicles,vehicle,,,,Wild West Dinky Donkey (T0),,,,,,,,,,,,,
vehicleWWMDinkyDonkeyPlaceable,vehicles,item,,,,Wild West Dinky Donkey (T0),,,,,,,,,,,,,
vehicleWWMDinkyRacingDonkey,vehicles,vehicle,,,,Wild West Dinky Racing Donkey (T3),,,,,,,,,,,,,
vehicleWWMDinkyRacingDonkeyPlaceable,vehicles,item,,,,Wild West Dinky Racing Donkey (T3),,,,,,,,,,,,,
vehicleWWMHorseT1,vehicles,vehicle,,,,Wild West Horse (T1),,,,,,,,,,,,,
vehicleWWMHorseT1Placeable,vehicles,item,,,,Wild West Horse (T1),,,,,,,,,,,,,
vehicleWWMHorseT2,vehicles,vehicle,,,,Wild West Horse (T2),,,,,,,,,,,,,
vehicleWWMHorseT2Placeable,vehicles,item,,,,Wild West Horse (T2),,,,,,,,,,,,,
vehicleWWMHorseT3,vehicles,vehicle,,,,Wild West Horse (T3),,,,,,,,,,,,,
vehicleWWMHorseT3Placeable,vehicles,item,,,,Wild West Horse (T3),,,,,,,,,,,,,
foodApple,items,Food,,,,Apple,,,,,,,,,,,,,
foodAppleDesc,items,Food,,,,"Apples can be fed to your horses or donkey to revitalise them, or served up in a dish. Apples can be harvested from trees and sometimes found in loot.",,,,,,,,,,,,,
foodApplePie,items,Food,,,,Apple Pie,,,,,,,,,,,,,
foodApplePieDesc,items,Food,,,,"Apple Pie is a tasty treat, as long as you can keep your horse or donkey away from the main ingredient. Apples can be harvested from trees and sometimes found in loot.",,,,,,,,,,,,,

cntShippingCrateCarParts,blocks,Container,,,,Transport Box,,,,,,,,,,,,,
cntShippingCrateMoPowerElectronics,blocks,Container,,,,Parts Box,,,,,,,,,,,,,
cntLootCrateCarParts,blocks,Container,,,,Transport Box,,,,,,,,,,,,,
cntLootCrateMoPowerElectronics,blocks,Container,,,,Parts Box,,,,,,,,,,,,,
cntTrashPile01,blocks,Container,,,,Wild West Trash Pile,,,,,,,,,,,,,
cntTrashPile02,blocks,Container,,,,Pile of Wild West Garbage,,,,,,,,,,,,,
cntTrashPile03,blocks,Container,,,,Mound of Wild West Garbage,,,,,,,,,,,,,
cntTrashPile04,blocks,Container,,,,Abandoned Wild West Rubbish,,,,,,,,,,,,,
cntTrashPile05,blocks,Container,,,,Rotting Wild West Trash,,,,,,,,,,,,,
cntTrashPile06,blocks,Container,,,,Spoiled Wild West Trash,,,,,,,,,,,,,
cntTrashPile07,blocks,Container,,,,Garbage Wild West Pile,,,,,,,,,,,,,
cntTrashPile08,blocks,Container,,,,Foul Wild West Trash,,,,,,,,,,,,,
cntTrashPile09,blocks,Container,,,,Wild Wild West Trash,,,,,,,,,,,,,
cntBackpack01,blocks,Container,,,,Weathered Wild West Pack,,,,,,,,,,,,,
cntBackpack03,blocks,Container,,,,Weathered Wild West Pack,,,,,,,,,,,,,
cntSportsBag01,blocks,Container,,,,Weathered Wild West Pack,,,,,,,,,,,,,
cntSportsBag02,blocks,Container,,,,Weathered Wild West Pack,,,,,,,,,,,,,
cntVendingMachineSnacksEmpty,blocks,Block,,,,"Wild West Merchandise Booth, Food Empty",,,,,,,,,,,,,
cntVendingMachineSnacksEmptyBroken,blocks,Block,,,,"Wild West Merchandise Booth, Food Empty Broken",,,,,,,,,,,,,
cntVendingMachineSnacksFull,blocks,Block,,,,Wild West Food Merchandise Booth,,,,,,,,,,,,,
cntVendingMachineSnacksFullBroken,blocks,Block,,,,"Wild West Food Merchandise Booth",,,,,,,,,,,,,
cntVendingMachine,blocks,Container,,,,Wild West Player Merchandise Booth,,,,,,,,,,,,,
cntVendingMachine2,blocks,Container,,,,Wild West Drink Merchandise Booth,,,,,,,,,,,,,
cntVendingMachine2Broken,blocks,Container,,,,"Wild West Drink Merchandise Booth, Drink Broken",,,,,,,,,,,,,
cntVendingMachineEnergy,blocks,Container,,,,Wild West Energy Merchandise Booth,,,,,,,,,,,,,
cntVendingMachineEnergyBroken,blocks,Container,,,,"Wild West Energy Merchandise Booth, Energy Broken",,,,,,,,,,,,,
cntVendingMachineGroupDesc,blocks,Container,,,,"Buy goods at a merchandise booth with Liberty Coin or get your own to sell goods.",,,,,,,,,,,,,
cntVendingMachineTrader,blocks,Container,,,,Wild West Merchandise Booth Rental,,,,,,,,,,,,,
cntVendingMachineWater,blocks,Container,,,,Wild West Water Merchandise Booth,,,,,,,,,,,,,
cntVendingMachineWaterBroken,blocks,Container,,,,"Wild West Water Merchandise Booth, Water Broken",,,,,,,,,,,,,

cntBeerCooler,blocks,Container,,,,Wild West Cooler,,,,,,,,,,,,,
cntCabinetOldSinkSluiceBox,blocks,Container,,,,Sluice Box
cntKeroseneBarrel,blocks,Block,,,,Kerosene Boom Barrel,,,,,,,,,,,,,
cntKeroseneBarrelDesc,blocks,Block,,,,"The Wild West Kerosene Boom Barrel can be placed gently but is too volatile to be picked up again. Shoot or hit to explode. Causes high entity damage but very low block damage. Can be lined up to trigger a domino effect.",,,,,,,,,,,,,

cntCollapsedGeneratorbank,blocks,Container,,,,Destroyed Steam Power Stove,,,,,,,,,,,,,
cntjailDoorWhiteVariantHelper,blocks,Block,,,,Jail Doors Single,,,,,,,,,,,,,
cntjailDoorDoubleWhiteVariantHelper,blocks,Block,,,,Jail Doors Double,,,,,,,,,,,,,
generatorbank,blocks,Electricity,,,,Stove Steam Power,,,,,,,,,,,,,
questGeneratorLarge,blocks,Block,,,,Large Quest Steam Power Stove,,,,,,,,,,,,,
questGeneratorSmall,blocks,Block,,,,Small Quest Steam Power Stove,,,,,,,,,,,,,
ObjectiveRestorePower_keyword,Quest,Keywords,,,,Restore Steam Power:,,Repariere Generatoren:,Restaura los generadores:,Restaurer des générateurs :,Ripristina generatori:,発電機を修復する：,발전기 복구,Napraw agregaty:,Restaure os geradores:,Восстановить генераторы:,Jeneratörleri Onar:,修复发电机：,修復發電機：,Restaura los generadores:

quest_restore_power_completion,Quest,Quest Info,,,,Well I'll be danged. You really managed to pull through in a pinch. Thanks for restoring the power for us. Here's what I owe ya.,,"Ich will verdammt sein. Du hast es wirklich geschafft im Handumdrehen durchzukommen. Danke, dass du die Stromzufuhr für uns wiederhergestellt hast. Hier hast du, was ich dir schulde.",No puedo creerlo. Te las has arreglado para salir adelante en un apuro. Gracias por restaurar nuestros generadores. Esto es lo que te debo.,"Eh bien, quelle surprise. Tu as réussi à t'en sortir à la fin. Merci d'avoir rétabli l'alimentation pour nous. Voilà ce que je te dois.","Beh, che io sia dannato. Te la sei cavata in un attimo. Grazie per aver riattivato la corrente. Ecco quello che ti dovevo.",危なかった。お前は本当に危機的状況をうまく乗り越えてくれた。発電機を復旧してくれて感謝している。ほら、約束の品だ。,"이런, 세상에. 진짜로 간신히 해냈네. 전력을 복구해줘서 고마워. 여기 내가 빚진 거.","A niech cię. Naprawdę udało ci się sprostać wyzwaniu. Dzięki za przywrócenie nam zasilania. Masz tu to, co ci się należy.",Veja você... Não é que você conseguiu? Eu lhe agradeço por recuperar a nossa energia. Aqui está o pagamento.,"Будь я проклят. Вы действительно можете при необходимости выкрутиться. Спасибо, что восстановили питание. Вот, я вам должен.",Vay canına. Sıkışınca iyi iş çıkardın. Elektriği yeniden sağladığın için teşekkürler. İşte sana olan borcum.,真没想到！紧要关头你还真想办法度过了难关。感谢你为我们修复了发电机，我欠你一个人情。,見鬼了，你真的在緊要關頭設法渡過了難關。謝謝你幫我們恢復電力；這是我欠你的。,No puedo creerlo. Te las has arreglado para salir adelante en un apuro. Gracias por restaurar nuestros generadores. Esto es lo que te debo.
quest_restore_power_description,Quest,Quest Info,,,,"Head to [DECEA3]{poi.name}[-] and turn back on the stoves. While you are there, clear out all the zombies you find inside.",,"Begib dich hierhin: [DECEA3]{poi.name}[-]. Schalte dort die Generatoren wieder an. Beseitige nebenbei alle Zombies, die du dort findest.","Dirígete a [DECEA3]{poi.name}[-] y enciende los generadores. Mientras estés allí, deshazte de todos los zombis que encuentres dentro.","Rends-toi à [DECEA3]{poi.name}[-] et répare les générateurs. Tant que tu y es, élimine tous les zombies que tu trouveras à l'intérieur.","Vai al [DECEA3]{poi.name}[-] e riaccendi i generatori. Visto che ci sei, elimina tutti gli zombie che troverai all'interno.",[DECEA3]{poi.name}[-]へ向かい、発電機の電源を入れ直せ。そこにいる間に、中にいるゾンビすべてを一掃せよ。,[DECEA3]{poi.name}[-](으)로 가서 발전기를 다시 켜줘. 거기 있는 동안 좀비들도 제거하고.,"[DECEA3]{poi.name}[-] – to tam musisz się udać. Trzeba naprawić agregaty prądotwórcze. Przy okazji usuń wszystkie zombie, które znajdziesz w środku.","Vá para [DECEA3]{poi.name}[-] e religue os geradores. Enquanto estiver por lá, elimine os zumbis.","[DECEA3]{poi.name}[-]: отправляйтесь в указанное место и снова включите генераторы. Избавьтесь от всех зомби, которых обнаружите внутри.",[DECEA3]{poi.name}[-] bölgesine git ve jeneratörleri yeniden çalışır hâle getir. Hazır gitmişken içeride bulduğun tüm zombileri ortadan kaldır.,前往[DECEA3]{poi.name}[-]，然后重新启动发电机。等到了那里，顺便把里面的丧尸也清除干净。,前往[DECEA3]{poi.name}[-]，重新打開發電機。趁你在那裡時，除掉裡面所有看得到的殭屍。,"Dirígete a [DECEA3]{poi.name}[-] y enciende los generadores. Mientras estés allí, deshazte de todos los zombis que encuentres dentro."
